TimeStamp,CAN ID,PGN,Source Address,Signal,Raw Value,Physical Value,BusChannel
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC18,64,24.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC02,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC14,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC01,64,24.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC19,65,25.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5SN,10,10.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC21,68,28.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC15,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC18,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC08,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC20,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC19,66,26.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC05,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC16,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC21,67,27.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC17,64,24.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC16,64,24.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC20,65,25.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6SN,12,12.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC03,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC17,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC10,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC12,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC14,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC11,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC11,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC10,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC15,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC04,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC09,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC12,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC07,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC16,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC06,64,24.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC09,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC05,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC13,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC08,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC15,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P2CellNTC11,58,18.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC14,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6CellNTC03,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC08,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC17,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC07,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6CellNTC04,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC06,64,24.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC20,60,20.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC05,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6CellNTC05,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC04,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC03,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC21,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC02,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6CellNTC06,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P5CellNTC13,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC19,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC09,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC06,61,21.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC12,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC07,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC13,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6CellNTC02,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC11,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P6CellNTC01,63,23.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P1CellNTC18,62,22.0,1
2023-08-29 09:04:43.586900+00:00,419367155,65288,243,P4CellNTC10,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC01,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC12,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC03,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC21,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC05,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC10,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC10,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC05,59,19.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC04,59,19.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC11,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC17,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC01,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC09,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC15,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC18,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC04,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC19,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC03,59,19.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC07,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC06,57,17.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC02,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC14,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC07,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC09,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC02,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC08,59,19.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC20,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC16,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC08,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC13,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1CellNTC06,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2SN,11,11.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4SN,1,1.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC12,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC18,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC17,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC16,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC15,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC14,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC13,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC12,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC11,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC10,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC09,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC08,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC07,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC06,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC05,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC04,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC03,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC02,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC01,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5SN,10,10.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC21,68,28.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC20,65,25.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC19,65,25.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC19,66,26.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC20,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6SN,12,12.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC21,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC20,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC19,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC18,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC17,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC16,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC15,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC14,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC13,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC12,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC11,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC10,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC09,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC08,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC07,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC06,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC05,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC04,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC03,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC02,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P6CellNTC01,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P5CellNTC21,67,27.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC11,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC18,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC16,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC11,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC10,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC09,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC08,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC07,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC06,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC05,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC04,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC03,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC02,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC01,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3SN,4,4.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC21,60,20.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC20,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC19,59,19.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC18,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC17,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC16,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC15,59,19.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC14,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P2CellNTC13,58,18.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC12,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC17,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC13,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC15,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC15,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC14,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC13,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC12,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC11,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC10,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC09,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC08,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC07,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC06,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC05,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC04,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC03,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC02,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P4CellNTC01,64,24.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC21,68,28.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC20,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC19,65,25.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC18,63,23.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC17,61,21.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC16,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P3CellNTC14,62,22.0,1
2023-08-29 09:05:43.587700+00:00,419367155,65288,243,P1SN,3,3.0,1
